"","K","eta_hunt","eta_nat","theta","gamma","alpha_max","ksi","omega","s","beta","p1","p2_q1","p2_q2","p2_q3","p2_q4","phi","sigma1_mean","sigma1_rate","start_q","S_0","E1_0","SuperS_0","SuperE1_0","I_0","SuperI_0"
"939",608,0.576508,0.009687,15.721391,0.046157,0.919951,0.828891,10.449411,68.06549,0.121718,1,0,0,0,0,12.032229,470.129315,3.370187,1,102,13,493,0,0,0
"940",980,0.63813,0.017344,12.875627,0.033337,1.047255,0.343466,10.629981,62.41968,0.157467,1,0,0,0,0,16.281013,326.81259,1.423144,1,631,20,329,0,0,0
"941",668,0.65207,0.01245,14.720263,0.046318,0.984238,0.629849,10.900224,68.365971,0.194645,1,0,0,0,0,0.227854,252.328414,0.378152,1,243,14,411,0,0,0
"942",436,0.386593,0.016586,10.739403,0.029668,0.94746,0.208204,10.360337,71.169955,0.118733,1,0,0,0,0,37.500833,272.083374,1.439162,1,339,9,88,0,0,0
"943",685,0.956985,0.00939,3.012923,0.010326,0.914857,0.634926,11.324978,62.782308,0.181887,1,0,0,0,0,20.834472,335.486843,3.332015,1,245,14,426,0,0,0
"944",838,0.25349,0.024625,11.266158,0.033493,0.912766,0.773708,10.519971,65.614039,0.089754,1,0,0,0,0,12.201955,229.048696,2.060932,1,186,17,635,0,0,0
"945",508,0.520602,0.023154,12.80355,0.024941,0.985696,0.603316,10.503766,67.687848,0.138748,1,0,0,0,0,9.922709,194.258796,2.138237,1,198,11,299,0,0,0
"946",866,0.908536,0.021159,13.007924,0.066488,0.953578,0.513186,9.666307,65.063358,0.140439,1,0,0,0,0,25.926627,257.560125,0.34345,1,413,18,435,0,0,0
"947",872,0.609707,0.018127,4.077258,0.039735,0.984679,0.534097,9.514435,65.366152,0.105864,1,0,0,0,0,7.949951,235.019342,2.190509,1,398,18,456,0,0,0
"948",976,0.094773,0.030096,18.257773,0.048904,0.999331,0.693904,10.317898,72.205895,0.086724,1,0,0,0,0,28.658884,366.599963,0.697395,1,293,20,663,0,0,0
"949",679,0.521466,0.003479,17.971426,0.04926,1.046351,0.292467,9.782056,72.225215,0.173013,1,0,0,0,0,9.834208,215.23151,1.153729,1,471,14,194,0,0,0
"950",989,0.437067,0.033591,0.242209,0.05387,0.963068,0.816019,10.121349,63.357633,0.116961,1,0,0,0,0,22.891277,371.625062,1.649401,1,179,20,790,0,0,0
"951",821,0.937085,0.030161,6.185898,0.041283,0.928538,0.960678,9.972839,63.571603,0.122168,1,0,0,0,0,33.58483,133.218561,2.869011,1,32,17,772,0,0,0
"952",687,0.630225,0.004726,17.501793,0.044531,0.958274,0.118448,10.013209,66.785811,0.136574,1,0,0,0,0,15.622365,242.21546,2.05432,1,594,14,79,0,0,0
"953",892,0.58849,0.007931,17.135315,0.056886,0.943796,0.27088,10.294254,65.376614,0.188057,1,0,0,0,0,34.170251,328.751395,0.947576,1,638,18,236,0,0,0
"954",805,0.680869,0.009629,8.312158,0.019226,0.942007,0.492213,9.693106,66.511908,0.095247,1,0,0,0,0,14.934555,255.46256,0.672544,1,401,17,387,0,0,0
"955",791,0.735948,0.011192,13.894273,0.031067,0.996314,0.237111,10.065632,64.213212,0.137945,1,0,0,0,0,19.322863,166.553496,0.014672,1,592,16,183,0,0,0
"956",472,0.869979,0.014838,4.917668,0.019424,0.933128,0.639721,10.66364,69.826596,0.140191,1,0,0,0,0,23.231822,455.186652,3.72451,1,167,10,295,0,0,0
"957",313,0.668549,0.013305,11.813106,0.047004,1.005577,0.594037,9.6702,63.818603,0.208762,1,0,0,0,0,31.879625,369.339483,0.41835,1,125,7,181,0,0,0
"959",115,0.762966,0.001479,13.702717,0.011837,1.034367,0.697599,9.663085,64.458122,0.193908,1,0,0,0,0,25.598941,301.222422,1.03728,1,34,3,78,0,0,0
"960",910,0.448659,0.041403,7.827232,0.048118,0.918689,0.95991,10.192075,66.430791,0.013458,1,0,0,0,0,34.833092,334.438123,1.576647,1,36,19,855,0,0,0
"961",947,0.902601,0.011286,4.264602,0.034991,0.944232,0.616385,10.458631,64.187675,0.223297,1,0,0,0,0,12.066482,356.336209,4.132175,1,356,19,572,0,0,0
"962",885,0.405061,0.014831,7.05284,0.024217,1.029771,0.801159,10.052924,69.946495,0.08515,1,0,0,0,0,11.041915,176.806438,1.630328,1,173,18,694,0,0,0
"963",831,0.644713,0.001842,7.066885,0.035002,0.948523,0.738336,10.542354,67.344442,0.166213,1,0,0,0,0,10.716258,225.372497,1.810433,1,213,17,601,0,0,0
"964",824,0.305472,0.005996,11.598912,0.041551,0.943202,0.26412,9.961135,69.278092,0.107745,1,0,0,0,0,29.386549,237.169035,1.011086,1,594,17,213,0,0,0
"965",882,0.469135,0.011474,7.382013,0.05026,0.921183,0.303064,10.139655,70.211102,0.133857,1,0,0,0,0,13.140328,307.667212,0.782923,1,603,18,261,0,0,0
"966",473,0.4169,0.018971,4.357069,0.074987,0.910669,0.384248,10.32946,64.099249,0.195745,1,0,0,0,0,31.7909,91.72385,1.220926,1,286,10,177,0,0,0
"967",369,0.715568,0.012975,13.319861,0.032546,1.070367,0.357309,10.20356,66.616479,0.146948,1,0,0,0,0,4.164465,95.686463,1.489737,1,233,8,128,0,0,0
"968",370,0.990965,0.014067,13.513021,0.017539,0.976326,0.618627,9.939465,66.800216,0.230335,1,0,0,0,0,30.443672,62.527978,0.808809,1,139,8,223,0,0,0
"969",463,0.639316,0.013668,0.955514,0.01813,0.957893,0.726395,10.09262,62.128195,0.161028,1,0,0,0,0,5.294536,209.625642,3.026812,1,124,10,329,0,0,0
"970",962,0.47378,0.023419,10.526117,0.081438,0.998276,0.903676,10.138813,71.719424,0.054034,1,0,0,0,0,25.832699,490.603337,0.613013,1,91,20,851,0,0,0
"971",768,0.998988,0.027741,9.924199,0.072834,0.973257,0.755088,9.770074,63.879574,0.167175,1,0,0,0,0,16.337492,282.121201,1.540717,1,185,16,567,0,0,0
"972",807,0.43802,0.013552,5.724677,0.035816,0.932036,0.263268,9.710222,63.77496,0.229873,1,0,0,0,0,14.817827,357.533682,0.975516,1,583,17,207,0,0,0
"973",678,0.693543,0.00331,18.760387,0.035594,0.919082,0.561781,10.25732,64.660328,0.126402,1,0,0,0,0,20.978254,303.917029,2.078267,1,291,14,373,0,0,0
"974",966,0.573745,0.036744,7.664937,0.051686,0.959617,0.657111,10.141844,63.280589,0.144972,1,0,0,0,0,11.959232,245.607599,1.308834,1,325,20,621,0,0,0
"975",189,0.820683,0.008968,9.238036,0.079851,0.982444,0.928563,9.729092,63.82849,0.205947,1,0,0,0,0,31.817129,360.325057,0.33088,1,14,4,171,0,0,0
"976",254,0.58219,0.00231,18.015336,0.012121,0.943455,0.653512,9.575034,62.986843,0.055239,1,0,0,0,0,11.490874,263.695288,5.066983,1,86,6,162,0,0,0
"977",651,0.601503,0.008057,13.395222,0.000417,0.930398,0.519962,9.895425,61.245462,0.090144,1,0,0,0,0,14.385028,94.127257,0.735456,1,306,14,331,0,0,0
"978",635,0.800581,0.002507,8.713657,0.017626,0.991109,0.337127,10.675982,63.673826,0.198128,1,0,0,0,0,12.901631,87.300099,3.699928,1,413,13,209,0,0,0
"979",853,0.536357,0.025196,4.314704,0.030378,0.944757,0.815797,9.915359,63.71686,0.107448,1,0,0,0,0,14.591683,260.200032,0.846684,1,154,18,681,0,0,0
"980",359,0.672572,0.000381,10.746791,0.007602,1.017222,0.80744,9.979243,66.568748,0.114754,1,0,0,0,0,15.28785,231.781115,1.096712,1,68,8,283,0,0,0
"981",986,0.685462,0.03085,11.656278,0.072784,1.017573,0.867811,9.634796,67.946695,0.073525,1,0,0,0,0,43.157344,159.159533,2.548319,1,128,20,838,0,0,0
"982",739,0.596508,0.006185,14.529733,0.063213,0.956803,0.581161,10.045246,65.269925,0.127049,1,0,0,0,0,23.588553,284.786191,0.143753,1,304,15,420,0,0,0
"983",813,0.63365,0.017877,12.799834,0.04032,1.0008,0.692699,9.69865,62.674759,0.203385,1,0,0,0,0,19.685595,230.982325,1.349407,1,245,17,551,0,0,0
"984",664,0.698629,0.000647,12.198431,0.026336,0.936918,0.573458,11.015771,65.550363,0.192506,1,0,0,0,0,16.736015,181.31462,2.008051,1,278,14,372,0,0,0
"985",335,0.915321,0.021098,9.9661,0.019941,0.946369,0.834501,10.635519,66.227859,0.08492,1,0,0,0,0,3.382045,415.709637,3.538395,1,55,7,273,0,0,0
"986",371,0.527972,0.006647,12.133741,0.016234,0.992553,0.662551,9.516329,61.345153,0.011342,1,0,0,0,0,7.437468,238.666221,3.790134,1,123,8,240,0,0,0
"987",523,0.802614,0.014206,11.357631,0.052859,1.00403,0.682198,10.016747,63.58147,0.177472,1,0,0,0,0,27.9123,469.080419,1.632388,1,163,11,349,0,0,0
"988",838,0.579038,0.035141,11.752402,0.065196,0.99199,0.892149,9.795143,65.885898,0.070943,1,0,0,0,0,29.449097,383.528365,1.800643,1,89,17,732,0,0,0
"989",627,0.512918,0.026098,12.351835,0.067807,0.931638,0.563582,9.771561,65.399243,0.14378,1,0,0,0,0,24.152304,262.940993,1.058951,1,268,13,346,0,0,0
"990",670,0.620235,0.001,5.472779,0.008915,1.02164,0.340089,9.432318,69.029405,0.178022,1,0,0,0,0,2.179777,30.593198,2.239049,1,433,14,223,0,0,0
"991",579,0.739831,0.001034,4.478627,0.018419,0.933568,0.315007,9.930604,66.210442,0.105385,1,0,0,0,0,7.829636,33.405507,1.559409,1,389,12,178,0,0,0
"992",637,0.628125,0.011295,8.99751,0.038715,0.961405,0.467165,10.115268,65.513216,0.178525,1,0,0,0,0,12.612277,174.830446,1.680134,1,333,13,291,0,0,0
"993",955,0.393799,0.001787,15.651374,0.029871,0.989738,0.287427,9.454551,65.856923,0.116197,1,0,0,0,0,4.979983,191.956357,4.752291,1,667,20,268,0,0,0
"994",572,0.847565,0.005824,3.316103,0.008399,0.94694,0.849149,10.196225,61.935485,0.186327,1,0,0,0,0,16.605004,254.726631,2.499172,1,85,12,475,0,0,0
"995",855,0.454437,0.003796,14.809541,0.025684,0.980127,0.758143,9.630544,67.421575,0.021311,1,0,0,0,0,6.350215,125.65824,1.938145,1,203,18,634,0,0,0
"996",466,0.491669,0.003189,8.395328,0.021398,0.987606,0.608888,9.641939,66.196716,0.001685,1,0,0,0,0,8.706016,213.76662,2.844845,1,179,10,277,0,0,0
"997",565,0.88597,0.003613,9.909068,0.035491,0.978062,0.742637,10.247786,65.355304,0.1092,1,0,0,0,0,1.179956,165.675742,2.218314,1,143,12,410,0,0,0
"998",305,0.786179,0.002072,9.297615,0.011196,0.969675,0.720961,10.50812,67.592232,0.090808,1,0,0,0,0,2.933794,219.409659,2.618953,1,84,7,214,0,0,0
"999",616,0.963594,0.005291,12.924564,0.03269,0.959313,0.725167,10.619266,66.915834,0.11828,1,0,0,0,0,15.005716,373.468875,3.22119,1,166,13,437,0,0,0
"1000",511,0.910918,0.002411,14.102676,0.026157,1.008757,0.679181,10.312619,63.675572,0.218031,1,0,0,0,0,33.48614,147.709061,1.262128,1,161,11,339,0,0,0
